"Issue ID","Issue Category","PR","Issue Title","File Path","Line Number","Issue Suggestion","Commented Time"
"356","P1","#1071","SDPA varlen fallback 未处理 GQA/MQA 头数不一致","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","186","在 fallback 中检测 q/k head 数，使用 `enable_gqa=True`（若当前 PyTorch/XPU 支持）或对 k/v `repeat_interleave`，并补 GQA prefill 用例。","2026-06-11T13:51:36Z"
"357","P1","#1071","SDPA 回退会接管不支持的 RoPE 样式并算错","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","45","在 XpuSdpaPrefillImpl/XpuSdpaDecodeImpl.support 中加入同样的 rope_style 拒绝逻辑，或实现 Yarn/Llama3/Mrope 等正确 RoPE cache。","2026-06-11T13:51:36Z"
"358","P1","#1071","XPU 下 do_sample=false 仍会应用惩罚项，可能改变贪心结果","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","324","对 do_sample=false 的行保存并恢复原 logits，或在 temperature/penalty/top_k/top_p 处理时按 do_sample mask 跳过，保持与 CUDA 语义一致。","2026-06-11T13:51:36Z"
"359","P1","#1071","XPU 未支持的注册算子以空实现返回，容易静默产生错误输出","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","423","对暂不支持的 XPU 算子统一 TORCH_CHECK(false) 明确失败；只有实现等价 fallback 后再注册为可执行路径。","2026-06-11T13:51:36Z"
"360","P1","#1071","ROCm 的 BeamSearch 仍编译但缺少 TRT beam search 依赖","rtp_llm/models_py/bindings/core/BUILD","288","ROCm 若继续支持该 beam search 路径，恢复 //3rdparty/trt_beam_search:trt_beam_search_impl 依赖并保留所需 shim；否则把 ROCm 分支改为显式 unsupported/独立 fallback。","2026-06-11T13:51:36Z"
"361","P1","#1071","XPU 的 do_sample=false 仍会被惩罚项改写 logits","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","362","对 do_sample=false 的行跳过所有 logits processor，或像 CUDA 一样在应用 penalty 前保存这些行并在采样前恢复原 logits。","2026-06-11T13:51:36Z"
"362","P1","#1071","XPU gloo mirror subgroup 创建顺序在多 DP/TP 下会不一致","rtp_llm/models_py/distributed/collective_torch.py","150","按 DP/TP 全局循环让所有 rank 以完全相同顺序创建 gloo mirror group，只在本 rank 属于该组时保存句柄。","2026-06-11T13:51:36Z"
"363","P1","#1071","min_new_tokens 到达下限时 EOS/stop token 不会被剥离","rtp_llm/openai/renderers/custom_renderer.py","1665","按 stop 序列结束位置判断是否低于下限，例如 EOS 用 `eos_pos + 1 < min_new_tokens`，多 token stop 用 `i + stop_len < min_new_tokens`。","2026-06-11T13:51:36Z"
"364","P1","#1071","大 beam width 会查询未实际 launch 的 Stage3 kernel 特化","3rdparty/trt_beam_search/beamSearch.cu","60","恢复与 launcher 一致的 `std::min(roundUp(...), MAX_BLOCK_SIZE)`，保证 configure 查询和实际 launch 使用同一个 `beamStage3Kernel` 特化。","2026-06-11T13:51:36Z"
"365","P1","#1071","ROCm beam search 仍会走已改成 CUDA-only 的 trt 目标","3rdparty/trt_beam_search/BUILD","12","恢复 trt_beam_search 的 ROCm select/shim 依赖，或在 ROCm 路径移除/替换 beam search 调用并同步 BUILD 依赖。","2026-06-11T13:51:36Z"
"366","P1","#1071","XPU paged decode 会在未安装 FA2 时被误选","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","51","support() 改为调用 vllm_xpu_ops.is_fa2_available()，或在 block_table paged decode 前明确 fail-fast 并让 factory fallback。","2026-06-11T13:51:36Z"
"367","P1","#1071","standalone XPU KV cache 仍按旧 5D 布局构造","rtp_llm/models_py/standalone/auto_model.py","143","standalone XPU 直接构造 [block,2,tpb,kv_heads,head_dim]，或让 getLayerCache 对 5D 旧布局显式转置/报错。","2026-06-11T13:51:36Z"
"368","P1","#1071","XPU do_sample=false 仍会应用惩罚项","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","321","对 do_sample=false 行在 penalty/temperature/top_p 前完整跳过处理，或像 CUDA 一样保存并恢复这些行的 logits。","2026-06-11T13:51:36Z"
"369","P1","#1071","XPU gloo mirror group 创建顺序不一致","rtp_llm/models_py/distributed/collective_torch.py","146","所有 rank 按全局固定 DP groups、TP groups 顺序创建 gloo mirror；只在创建后按当前 rank 保存映射。","2026-06-11T13:51:36Z"
"370","P1","#1071","ROCm 仍编译 CUDA-only beam search 路径","rtp_llm/models_py/bindings/core/BUILD","249","ROCm 下移除 CudaBeamSearchOp.cc 的 TRT 路径并显式 unsupported，或提供 HIP beam search target/shim 并恢复 smoke 覆盖。","2026-06-11T13:51:36Z"
"371","P1","#1071","XPU FusedCopyOp 未启用 SYCL 编译 feature","rtp_llm/models_py/bindings/common/BUILD","5","给含 SYCL 代码的 cc_library 加 features=['xpu_sycl_compile']，或将 XPU 实现迁移到不需要显式 SYCL 编译的 torch API。","2026-06-11T13:51:36Z"
"372","P1","#1071","阻塞式 OpenAI 渲染路径没有绑定 min_new_tokens","rtp_llm/openai/renderers/custom_renderer.py","916","给阻塞式渲染入口也绑定并 reset ContextVar，或把 min_new_tokens 显式传入 *_blocking 方法。","2026-06-11T13:51:36Z"
"373","P2","#1071","decode 每层复制整段 KV 历史","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","641","优先让 FA2 直接消费原始 paged KV layout/block_table，或调整 KV 存储为 K/V 连续页，避免每层 O(total_kv) gather copy；至少加 decode 长上下文 benchmark 量化。","2026-06-11T13:51:36Z"
"374","P2","#1071","SDPA fallback 存在按 batch 的 GPU 同步","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","183","fallback 保留/传入 CPU cu_seqlens 和 CPU max_seqlen，切片边界从 host 侧读取；避免在 XPU tensor 上 per-request .item()。","2026-06-11T13:51:36Z"
"375","P2","#1071","SDPA decode RoPE 每层同步取最大位置","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","124","像 XpuVllmDecodeImpl 一样从 CPU sequence_lengths 计算 max_pos_hint 并传入，避免每层 RoPE cache sizing 触发 XPU 同步。","2026-06-11T13:51:36Z"
"376","P2","#1071","embedding fallback 忽略可选 mask 参数，降级路径可能静默错误","rtp_llm/models_py/modules/base/common/embedding.py","44","fallback 只允许所有可选参数为空；若传入 `text_tokens_mask`/token type 等应 fail-fast，或补等价 PyTorch 实现。","2026-06-11T13:51:36Z"
"377","P2","#1071","XPU fused copy 在热路径强制主机同步","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","利用当前 XPU stream 的顺序保证，避免每次 fusedCopy 后 host wait；确需等待时把同步移到真正消费 host 数据的边界。","2026-06-11T13:51:36Z"
"378","P2","#1071","XPU BatchCopy 退化为逐段 Tensor 包装和 copy_","rtp_llm/models_py/bindings/core/CudaOps.cc","214","为 XPU D2D 做批量 copy kernel/SYCL 批量提交；H2D/D2H 使用 pinned buffer + async queue，并把同步合并到一次。","2026-06-11T13:51:36Z"
"379","P2","#1071","XPU greedy sampling 每步重排并回写整段 token_ids","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","306","保持采样缓冲为适合写入的布局，或只对当前 step 的 token 列做 in-place 更新，避免 decode 每步 O(batch*seq_len) 的整段拷贝。","2026-06-11T13:51:36Z"
"380","P2","#1071","XPU 归一化 fallback 产生多次临时分配","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","16","补 XPU fused RMSNorm/FusedAddRMSNorm kernel，至少复用 workspace 并减少 dtype 转换和中间 Tensor 分配。","2026-06-11T13:51:36Z"
"381","P2","#1071","ROCm beam search 回归覆盖被移除","rtp_llm/test/smoke/suites_rocm_oss.bzl","10","恢复 ROCm beam search smoke/UT，或新增等价覆盖并说明迁移到其它 target 的关系。","2026-06-11T13:51:36Z"
"382","P2","#1071","XPU collective 热路径每次无条件 set_device","rtp_llm/models_py/distributed/collective_torch.py","377","用线程局部缓存或先检查当前 device，仅在不匹配时 set_device；更理想是在 C++ worker 线程初始化时固定设备。","2026-06-11T13:51:36Z"
"383","P2","#1071","轻量设备工具会触发重型 pybind 库导入","rtp_llm/utils/device_utils.py","8","把纯 torch/os 设备探测函数拆到不依赖 `compute_ops` 的轻量模块，`device_impl` 再复用该模块，避免启动和探测路径加载 .so。","2026-06-11T13:51:36Z"
"384","P2","#1071","include_usage=false 会让流式访问日志丢失 usage","rtp_llm/openai/openai_endpoint.py","440","区分客户端输出和服务端聚合状态；对外隐藏 usage 时，内部仍保留 last_usage 供 `gen_complete_response_once()` 和 access log 使用。","2026-06-11T13:51:36Z"
"385","P2","#1071","ROCm beam search 回归覆盖被移除","rtp_llm/test/smoke/suites_rocm_oss.bzl","13","恢复 ROCm beam search smoke/UT，或新增等价覆盖并在 PR 中说明替代关系。","2026-06-11T13:51:36Z"
"386","P2","#1071","移除 mask 快路径后，TopK tie reorder 可能在 -inf mask 上产生大量原子操作","3rdparty/trt_beam_search/topkLastDim.cu","673","保留 mask 值快路径，或在 -inf/已 mask 候选上跳过 `prioritize_smaller_indice` 的 O(k) atomicMin 重排。","2026-06-11T13:51:36Z"
"387","P2","#1071","torch_xpu_configure 会在非 XPU 环境 symlink 整个 site-packages","3rdparty/gpus/torch_xpu_configure.bzl","84","非 `TF_NEED_XPU=1` 且缺少 `libtorch_xpu.so/libc10_xpu.so` 时直接生成 stub；XPU 环境也只 symlink torch 运行必需目录。","2026-06-11T13:51:36Z"
"388","P2","#1071","ze_loader 缺失时 XPU 配置不会提前失败","3rdparty/gpus/xpu_configure.bzl","332","TF_NEED_XPU=1 时找不到 libze_loader.so 应 fail fast，或让 link flag 与 ze_loader_srcs 同步条件化。","2026-06-11T13:51:36Z"
"389","P2","#1071","XPU 编译器 include 探测失败会静默退化","3rdparty/gpus/xpu_configure.bzl","82","`icpx/icx` 执行失败或解析失败时直接 `auto_configure_fail`，并输出 stderr。","2026-06-11T13:51:36Z"
"390","P2","#1071","Python 共享库缺失时延迟到 genrule 才失败","3rdparty/py/python_configure.bzl","305","候选路径全部不存在时在 repository rule 中直接 `_fail`，并打印 `python_bin`、`libname` 和候选列表。","2026-06-11T13:51:36Z"
"391","P2","#1071","测试公共库无条件依赖 CUDA 实现","rtp_llm/cpp/testing/BUILD","17","恢复按 `using_cuda/using_rocm/using_xpu` 的 select，或把 BeamSearch CUDA 测试拆成 CUDA-only target。","2026-06-11T13:51:36Z"
"392","P2","#1071","XPU 编排文档引用缺失的 build skill",".github/prompts/rtp-llm-xpu.prompt.md","29","补齐 `.github/skills/xpu-build/SKILL.md`，或从 prompt/文档中移除 build phase，避免默认流程执行到 build 时失败。","2026-06-11T13:51:36Z"
"393","P2","#1071","stream include_usage=False 会让 access log 丢 usage","rtp_llm/openai/openai_endpoint.py","440","内部保存原始响应用于 access log，或在 suppress 对外 usage 前复制 last_usage 到 CompleteResponseAsyncGenerator 的私有聚合状态。","2026-06-11T13:51:36Z"
"394","P2","#1071","XPU ze_loader 缺失时配置不会提前失败","3rdparty/gpus/xpu_configure.bzl","332","TF_NEED_XPU=1 时缺少 ze_loader 应 auto_configure_fail，并在非 XPU stub 路径保持空 src。","2026-06-11T13:51:36Z"
"395","P1","#1071","ROCm BeamSearch 仍被编译但 TRT BeamSearch 依赖被移除","rtp_llm/models_py/bindings/core/BUILD","249","恢复 ROCm 分支的 trt_beam_search_impl 依赖并补齐 ROCm shim，或在 ROCm 下排除 CudaBeamSearchOp/改走纯 Torch fallback。","2026-06-11T15:22:54Z"
"396","P1","#1071","大 beam width 的 Stage3 配置查询与实际 launch 特化不一致","3rdparty/trt_beam_search/beamSearch.cu","60","恢复与 launcher 一致的 `std::min(roundUp(...), MAX_BLOCK_SIZE)`，避免查询/实例化不会实际 launch 的 kernel。","2026-06-11T15:22:54Z"
"397","P1","#1071","FA2 可用性判断会误选 paged decode 路径","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","51","在 _is_fa2_available() 中调用 vllm_xpu_ops.is_fa2_available()，不要用 wrapper import 成功作为 FA2 可用条件。","2026-06-11T15:22:54Z"
"398","P1","#1071","FA2 可用性检测失效会让 decode 走到必崩路径","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","55","改为调用 `vllm_xpu_ops.is_fa2_available()` 或直接检查底层 `_vllm_fa2_C`/flash_attn_interface；FA2 不可用时让 support 返回 False。","2026-06-11T15:22:54Z"
"399","P1","#1071","跨 step 的 class 级 metadata cache 可能复用旧 block table","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","581","将这些缓存限制在单个 PyAttentionInputs/forward step 生命周期内，或把完整 seq_lens/block_ids 的版本/hash 纳入 key；新 step 至少清空相关 class cache。","2026-06-11T15:22:54Z"
"400","P1","#1071","KV 写索引缓存可能跨请求复用旧 block id","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","218","不要只用 data_ptr 做跨请求缓存 key；将缓存限定在一次 forward/attn_inputs 生命周期内，或把 block id 内容/版本纳入 key，并在复用前校验 bids 内容。","2026-06-11T15:22:54Z"
"401","P1","#1071","CUDA standalone AutoModel 被强制改成 XPU KV cache 布局","rtp_llm/models_py/standalone/auto_model.py","143","按设备区分 KV cache shape；CUDA/ROCm 保持 `[block,2,kv_heads,tokens,dim]`，仅 XPU 使用 `[block,2,tokens,kv_heads,dim]`，或改用 2D raw buffer 让 `getLayerCache` 按平台 reshape。","2026-06-11T15:22:54Z"
"402","P1","#1071","min_new_tokens 到达下限时 stop token 会泄漏到输出","rtp_llm/openai/renderers/custom_renderer.py","1665","按 stop 序列结束位置判断是否低于下限，例如 EOS 用 `eos_pos + 1 < min_new_tokens`，多 token stop 用 `i + stop_len < min_new_tokens`。","2026-06-11T15:22:54Z"
"403","P1","#1071","多 choice 流式分批结束会在汇总阶段抛错","rtp_llm/openai/openai_endpoint.py","325","按 `choice.index` 合并 partial choice chunk，并允许 choices 子集更新已有 choice；同时补充 `gen_complete_response_once()` 覆盖 staggered 多 choice 的测试。","2026-06-11T15:22:54Z"
"404","P1","#1071","XPU hybrid KV 物理 block table 未按 group 选择","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","567","为 kv_cache_block_id 增加 by_group 字段并在 select_block_map_for_layer 中同步切换，或在 XPU attention 内按 kv_cache_layer_to_group/layer_idx 选当前 group 的 2D table。","2026-06-11T15:22:54Z"
"405","P1","#1071","XPU KV cache 预估可用显存可能严重虚高","rtp_llm/models_py/bindings/core/ExecOps.cc","398","XPU 分支改用 torch.xpu.mem_get_info 等 driver free memory 查询；available_bytes 取 driver free 并保留必要 runtime reserve。","2026-06-11T15:22:54Z"
"406","P1","#1071","XPU SYCL 源未启用 -fsycl 编译特性","rtp_llm/models_py/bindings/common/BUILD","23","给包含 SYCL API 的 XPU cc_library 启用 xpu_sycl_compile，或把 SYCL 使用封装到单独带 feature 的 XPU-only target。","2026-06-11T15:22:54Z"
"407","P2","#1071","XPU fused copy 在热路径强制主机同步","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","去掉 D2D/strided copy 的无条件 `queue.wait()`，依赖同一 XPU stream 的顺序保证；仅在确有 H2D/D2H 主机可见性需求时同步。","2026-06-11T15:22:54Z"
"408","P2","#1071","XPU repetition penalty 每行分配整 vocab 临时张量","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","391","改为一次性复用 `[batch, vocab]` workspace 或按 batch 向量化 `scatter_add_`，避免 per-row full-vocab 分配和多次小 kernel launch。","2026-06-11T15:22:54Z"
"409","P2","#1071","XPU 的 CUDA graph copy fallback 静默 no-op","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","423","不要注册静默 no-op；改为 TORCH_CHECK(false) 明确禁用，或实现真实 copy，并在上层确保 XPU 不进入 CUDA graph 路径。","2026-06-11T15:22:54Z"
"410","P2","#1071","XPU fast_topk_v2 忽略有效长度边界","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","454","按 lengths/row_starts 只在有效区间做 topk；暂不支持时应 TORCH_CHECK(false)，避免从 padding 区选出非法 index。","2026-06-11T15:22:54Z"
"411","P2","#1071","XPU SYCL 拷贝未显式抛出异步错误","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","35","将 wait() 改为 wait_and_throw()，或统一封装 SYCL copy 错误检查，保证拷贝失败不会被延迟或吞掉。","2026-06-11T15:22:54Z"
"412","P2","#1071","新增 XPU 采样与 BeamSearch fallback 缺少覆盖测试","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","294","补 XPU 或可在 CPU 上复用的采样/beam search 对齐测试，覆盖 mixed do_sample、temperature=0、top_k/top_p、cum_log_probs、num_beams_in/out 变化。","2026-06-11T15:22:54Z"
"413","P2","#1071","非 XPU 构建可能全量遍历 site-packages","3rdparty/gpus/torch_xpu_configure.bzl","30","先在非 `TF_NEED_XPU=1` 时检查 `libtorch_xpu.so/libc10_xpu.so` 是否存在；缺失则直接生成 stub，避免扫描和 symlink 整个 Python 环境。","2026-06-11T15:22:54Z"
"414","P2","#1071","[符号已在beamSearchKernels.cu定义-自动降级] beamSearch.cu 新增的 max 未限定命名空间会导致编译失败","3rdparty/trt_beam_search/beamSearch.cu","176","把新增的 `max(...)` 全部改回 `std::max(...)`，并确保包含 `<algorithm>`。","2026-06-11T15:22:54Z"
"415","P2","#1071","XPU 编译器 include 探测失败会静默退化为空列表","3rdparty/gpus/xpu_configure.bzl","82","icpx/icx 执行失败或解析失败时直接 `auto_configure_fail`，并带上 stderr 方便定位环境问题。","2026-06-11T15:22:54Z"
"416","P2","#1071","ze_loader 缺失时仍生成全局强依赖链接参数","3rdparty/gpus/xpu_configure.bzl","332","`TF_NEED_XPU=1` 时找不到 `libze_loader.so` 应 fail fast，或让 `-lze_loader` 随库存在性条件化。","2026-06-11T15:22:54Z"
"417","P2","#1071","Python 共享库不存在时延迟到 genrule 才失败","3rdparty/py/python_configure.bzl","305","候选路径全部不存在时在 repository rule 中直接 fail，并打印 python_bin、libname 和候选列表。","2026-06-11T15:22:54Z"
"418","P2","#1071","编排文档引用了不存在的 xpu-build skill",".github/prompts/rtp-llm-xpu.prompt.md","29","补齐 .github/skills/xpu-build/SKILL.md，或从 prompt/文档中移除 build 阶段引用。","2026-06-11T15:22:54Z"
"419","P2","#1071","测试公共库无条件依赖 CUDA 实现","rtp_llm/cpp/testing/BUILD","17","恢复按 using_cuda/using_rocm/using_xpu 的 select，或用设备抽象目标提供对应测试实现。","2026-06-11T15:22:54Z"
"420","P2","#1071","XPU logits mask 每步产生 vocab 级临时拷贝","rtp_llm/cpp/models/logits_processor/MultiSeqLogitsProcessor.cc","43","在 XPU 路径直接构造 bool mask，或补一个 XPU mask kernel，避免每次 decode 对 `[batch, vocab]` 做 UInt8->Bool 临时转换和额外设备分配。","2026-06-11T15:22:54Z"
"421","P2","#1071","SDPA fallback 在 batched prefill 中逐请求 GPU 同步","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","183","fallback 路径保留 CPU/pinned 的 cu_seqlens 来切片，预分配 output 后按 slice 写入；只在 FA2 fast path 需要时把 cu_seqlens 搬到 XPU。","2026-06-11T15:22:54Z"
"422","P2","#1071","Embedding fallback 会静默忽略 mask 参数","rtp_llm/models_py/modules/base/common/embedding.py","44","fallback 分支遇到 position_ids/token_types/text_tokens_mask 非空时应实现等价语义，或至少抛出明确错误，避免多模态 masked embedding 静默产生错误输出。","2026-06-11T15:22:54Z"
"423","P2","#1071","XPU collective 回调每次重复设置设备","rtp_llm/models_py/distributed/collective_torch.py","394","在注册回调时缓存是否为 XPU，并用线程局部变量或 `current_device` 判断，仅在设备不匹配时调用 `set_device`。","2026-06-11T15:22:54Z"
"424","P2","#1071","轻量设备工具导入会加载重型 compute_ops","rtp_llm/utils/device_utils.py","8","把纯 torch/os 设备探测函数拆到不依赖 `compute_ops` 的轻量模块，`device_impl` 和兼容 re-export 都复用该模块。","2026-06-11T15:22:54Z"
"425","P2","#1071","ROCm beam search 回归覆盖被移除","rtp_llm/test/smoke/suites_rocm_oss.bzl","10","恢复 ROCm beam search smoke/UT，或新增等价 ROCm 覆盖并在 PR 中说明迁移关系。","2026-06-11T15:22:54Z"
"426","P2","#1071","BeamSearch CUDA 单测矩阵过大，容易拖垮 CI","rtp_llm/models_py/bindings/cuda/ops/tests/CudaBeamSearchOpTest.cc","8","把常规 CI 保留少量边界组合，大 beam/长序列拆成 slow/stress target 或参数化抽样，并加固定 seed 便于复现。","2026-06-11T15:22:54Z"
"427","P2","#1071","XPU FP8 v2 量化 masked_m 绑定签名不兼容","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","266","将 XPU binding 的 masked_m 改为 std::optional<at::Tensor>，按 CUDA wrapper 兼容 Tensor 形态；不支持时显式 TORCH_CHECK。","2026-06-11T15:22:54Z"
"428","P2","#1071","XPU pip 仓库在非 XPU WORKSPACE 中仍被强制解析","WORKSPACE","75","避免顶层 load XPU pip repo；拆到 XPU-only workspace/工具链分支，或提供不会调用 pip_parse 的 dummy repo 给非 XPU 构建。","2026-06-11T15:22:54Z"
"429","P1","#1071","大 beam width 会实例化超限 Stage3 kernel","3rdparty/trt_beam_search/beamSearch.cu","60","恢复与 launcher 一致的 `min(roundUp(...), MAX_BLOCK_SIZE)` 截断，或在 configure 阶段明确拒绝超过 1024 线程块的 beam width。","2026-06-12T02:19:36Z"
"430","P1","#1071","ROCm beam search 依赖被移除导致构建/加载失败","rtp_llm/models_py/bindings/core/BUILD","288","在 ROCm deps 中恢复 trt_beam_search_impl，或把 ROCm beam search 改为明确的 fallback/不支持路径并从 ROCm srcs 排除该实现。","2026-06-12T02:19:36Z"
"431","P1","#1071","CUDA standalone KV cache 被改成 XPU 布局","rtp_llm/models_py/standalone/auto_model.py","146","按 device 分支创建布局：XPU 用 [block,2,tpb,head,dim]，CUDA/ROCm 保持原 [block,2,head,tpb,dim]，或统一传 2D packed buffer 由 getLayerCache 按平台 reshape。","2026-06-12T02:19:36Z"
"432","P1","#1071","min_new_tokens 会漏掉 floor 之后的 stop","rtp_llm/openai/renderers/custom_renderer.py","1663","扫描 stop 时忽略位置 < min_new_tokens 的命中，继续寻找第一个 >= floor 的 EOS/stop word；不要在发现早期 stop 后直接禁用全部截断。","2026-06-12T02:19:36Z"
"433","P1","#1071","字符串 stop 未遵守 min_new_tokens 下限","rtp_llm/openai/renderers/custom_renderer.py","677","把已生成 token 数或 min_new_tokens 传入 `_process_stop_words`，floor 达到前不要截断/设置 stop，并补字符串 stop 的回归测试。","2026-06-12T02:19:36Z"
"434","P1","#1071","min_new_tokens 会忽略 floor 之后的后续 stop token","rtp_llm/openai/renderers/custom_renderer.py","1665","查找第一个位置 >= min_new_tokens 的 EOS/stop word，而不是在最早 stop 早于 floor 时把 min_stop_pos 重置为 len(output_ids)。补充覆盖 early stop + later stop 的单测。","2026-06-12T02:19:36Z"
"435","P1","#1071","跨请求缓存键只用 data_ptr 可能复用过期 KV 索引","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","218","缓存键加入 block id/sequence length 的完整内容版本，或把这些缓存绑定到一次 forward/layer pass 并在结束后清理；不要用裸 data_ptr 作为跨请求正确性依据。","2026-06-12T02:19:36Z"
"436","P1","#1071","FA2 可用性误判会选中会崩溃的 decode 实现","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","56","改为调用 vllm_xpu_ops.is_fa2_available() 或直接探测 vllm_xpu_kernels._vllm_fa2_C；FA2 不可用时让 factory 选择 XpuSdpaDecodeImpl。","2026-06-12T02:19:36Z"
"437","P1","#1071","FA2 可用性探测会误选不可用的 paged decode 实现","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","51","改为调用 vllm_xpu_ops.is_fa2_available()，或直接验证 vllm_xpu_kernels._vllm_fa2_C/flash_attn_interface 可用；不可用时 support 返回 False。","2026-06-12T02:19:36Z"
"438","P1","#1071","SDPA decode 在 KV cache 元数据缺失时静默退化为只看当前 token","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","186","当 kv_cache 非空时强制校验 block_ids 和 sequence_lengths；缺失时 raise RuntimeError，不要退化为当前 token attention。","2026-06-12T02:19:36Z"
"439","P1","#1071","XPU 分页 KV 使用了物理 block id","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","385","attention 读写改用 kv_cache_kernel_block_id_host/device；物理 kv_cache_block_id_* 只保留给 cache_store。或在 XPU support 中拒绝 kernel/physical block size 不一致。","2026-06-12T02:19:36Z"
"440","P1","#1071","FA2 可用性判断会误选崩溃的 decode 实现","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","55","让 _is_fa2_available 调用 vllm_xpu_ops.is_fa2_available() 或直接检查 _vllm_fa2_C；FA2 缺失时返回 False，让工厂选择 XpuSdpaDecodeImpl。","2026-06-12T02:19:36Z"
"441","P1","#1071","XPU attention 用物理 block id 访问 kernel-block cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","385","XPU attention 计算路径改用 kv_cache_kernel_block_id_host/device 或按 layer/group 选择 kernel block table；物理 block id 仅保留给 cache store。","2026-06-12T02:19:36Z"
"442","P1","#1071","XPU FP8 v2 masked_m 签名与调用侧不兼容","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","266","把 XPU binding 改为 std::optional<torch::Tensor> masked_m，并按每 expert token 数处理；不支持时显式 fail-fast，不要退化为 scalar narrow。","2026-06-12T02:19:36Z"
"443","P2","#1071","XPU crosstool wrapper 重复读取并重写 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","合并 params 解析/过滤/语言检测流程，缓存读取结果；仅当过滤后内容变化时才生成临时 params 文件，减少大规模 C++ 构建的重复 IO。","2026-06-12T02:19:36Z"
"444","P2","#1071","XPU 编译器 include 探测失败会静默降级","3rdparty/gpus/xpu_configure.bzl","82","检查 `repository_ctx.execute` 返回码；`TF_NEED_XPU=1` 时失败应 `auto_configure_fail` 并输出 stderr/stdout，避免后续编译阶段才报缺标准头。","2026-06-12T02:19:36Z"
"445","P2","#1071","XPU Python lib 路径未校验存在","3rdparty/gpus/xpu_configure.bzl","185","复用 `python_configure.bzl` 的多候选查找逻辑，并在 symlink 前校验存在；找不到时给出明确配置错误。","2026-06-12T02:19:36Z"
"446","P2","#1071","TP-only 空闲路径会固定 10ms 轮询并触发空同步","rtp_llm/cpp/engine_base/schedulers/FIFOScheduler.cc","29","将 TP 防死锁的空步同步从 scheduler 固定轮询中拆出，或做可配置/退避，避免空闲时持续 collective 干扰低负载延迟。","2026-06-12T02:19:36Z"
"447","P2","#1071","通用测试工具重新无条件依赖 CUDA 实现","rtp_llm/cpp/testing/BUILD","17","恢复平台 select：CUDA 依赖 cuda_impl，ROCm/XPU 依赖对应 exec ctx 或轻量 test lib，避免非 CUDA 测试图拉入 CUDA-only deps。","2026-06-12T02:19:36Z"
"448","P2","#1071","非 XPU 构建仍会解析 XPU pip 仓库","WORKSPACE","75","为非 XPU 构建提供 dummy pip repo，或把 XPU pip 依赖隔离到只被 XPU target 引用的仓库分支，避免普通 CUDA/ROCm 构建受 XPU 环境影响。","2026-06-12T02:19:36Z"
"449","P2","#1071","XPU 当前设备获取失败被静默降级为 0","rtp_llm/device/device_impl.py","1028","至少记录异常上下文；对 XPU runtime 已可用但 `current_device()` 失败的情况应 fail fast，只有明确无设备的降级路径才返回默认值。","2026-06-12T02:19:36Z"
